category,symbol,location,classification,production_reachable,phase,thread_model,evidence,risk_note
lock,reduction_merger.cpp,lib/acr/scheduler/reduction_merger.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/reduction_merger.cpp (4 sites),
lock,residency_manager.cpp,lib/acr/scheduler/residency_manager.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/residency_manager.cpp (18 sites),
lock,shared_work_pool.cpp,lib/acr/scheduler/shared_work_pool.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/shared_work_pool.cpp (4 sites),
lock,shared_work_pool.hpp,lib/acr/scheduler/shared_work_pool.hpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/shared_work_pool.hpp (1 sites),
lock,classic_common.hpp,lib/acr/tests/classic/classic_common.hpp,test,no,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/tests/classic/classic_common.hpp (5 sites),
lock,e07_histogram.cpp,lib/acr/tests/classic/e07_histogram.cpp,test,no,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/tests/classic/e07_histogram.cpp (2 sites),
lock,test_cuda.cpp,lib/acr/tests/unit/test_cuda.cpp,test,no,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/tests/unit/test_cuda.cpp (1 sites),
lock,test_invocation_dispatch.cpp,lib/acr/tests/unit/test_invocation_dispatch.cpp,test,no,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/tests/unit/test_invocation_dispatch.cpp (3 sites),
lock,actual_tracker.cpp,lib/acr/utilization/actual_tracker.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/utilization/actual_tracker.cpp (9 sites),
lock,config_hot_read.cpp,lib/acr/utilization/config_hot_read.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/utilization/config_hot_read.cpp (13 sites),
lock,memory_budget.cpp,lib/acr/utilization/memory_budget.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/utilization/memory_budget.cpp (9 sites),
lock,staging_ledger.cpp,lib/acr/utilization/staging_ledger.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/utilization/staging_ledger.cpp (7 sites),
lock,system_metrics.cpp,lib/acr/utilization/system_metrics.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/utilization/system_metrics.cpp (10 sites),
lock,hiss_format.h,lib/astro_image_io/include/hiss_format.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/astro_image_io/include/hiss_format.h (1 sites),
lock,aio_log.cpp,lib/astro_image_io/src/aio_log.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/astro_image_io/src/aio_log.cpp (2 sites),
lock,hiss_codec.cpp,lib/astro_image_io/src/hiss_codec.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/astro_image_io/src/hiss_codec.cpp (8 sites),
lock,dpsf_log.cpp,lib/dynamic_psf/src/dpsf_log.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/dynamic_psf/src/dpsf_log.cpp (2 sites),
lock,gaia_client.c,lib/gaia_xpsd_client/src/gaia_client.c,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/gaia_xpsd_client/src/gaia_client.c (1 sites),
lock,browser_backend.cpp,lib/healpix_db/healpix_browser_qt/core/browser_backend.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/healpix_db/healpix_browser_qt/core/browser_backend.cpp (13 sites),
lock,browser_backend.h,lib/healpix_db/healpix_browser_qt/core/browser_backend.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/healpix_db/healpix_browser_qt/core/browser_backend.h (1 sites),
lock,logger.h,lib/healpix_db/healpix_browser_qt/core/logger.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/healpix_db/healpix_browser_qt/core/logger.h (4 sites),
lock,drizzle_engine.cpp,lib/healpix_db/healpix_drizzle/drizzle_engine.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/healpix_db/healpix_drizzle/drizzle_engine.cpp (4 sites),
lock,nanoflann.hpp,lib/healpix_db/healpix_drizzle/nanoflann.hpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/healpix_db/healpix_drizzle/nanoflann.hpp (4 sites),
lock,admission_controller.h,lib/orchestrator/cpp/include/admission_controller.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/include/admission_controller.h (4 sites),
lock,logger.h,lib/orchestrator/cpp/include/logger.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/include/logger.h (2 sites),
lock,orchestrator.h,lib/orchestrator/cpp/include/orchestrator.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/include/orchestrator.h (1 sites),
lock,resource_monitor.h,lib/orchestrator/cpp/include/resource_monitor.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/include/resource_monitor.h (1 sites),
lock,spill_manager.h,lib/orchestrator/cpp/include/spill_manager.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/include/spill_manager.h (2 sites),
lock,logger.cpp,lib/orchestrator/cpp/src/logger.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/src/logger.cpp (6 sites),
lock,orchestrator.cpp,lib/orchestrator/cpp/src/orchestrator.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/orchestrator/cpp/src/orchestrator.cpp (4 sites),
lock,async_io.h,lib/phase2/include/astro/phase2/async_io.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/phase2/include/astro/phase2/async_io.h (9 sites),
lock,acr_kernels.cpp,lib/phase2/src/acr_kernels.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/phase2/src/acr_kernels.cpp (2 sites),
lock,sampler.cpp,lib/phase2/src/sampler.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/phase2/src/sampler.cpp (4 sites),
lock,async_io_test.cpp,lib/phase2/tests/async_io_test.cpp,test,no,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/phase2/tests/async_io_test.cpp (2 sites),
lock,stage2.cpp,lib/phase2/tools/stage2.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/phase2/tools/stage2.cpp (3 sites),
lock,ipv_log.h,lib/plate_solve/cpp/ipv/include/ipv_log.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/plate_solve/cpp/ipv/include/ipv_log.h (4 sites),
lock,sdet_log.cpp,lib/star_detector/src/sdet_log.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/star_detector/src/sdet_log.cpp (2 sites),
queue,std::queue<int> q;,lib/calibration/src/cosmetic_corrector.cpp:71,production,yes,-,队列语义,lib/calibration/src/cosmetic_corrector.cpp:71,
acr_boundary,"std::string acr_route = ""auto"";",lib/phase2/include/astro/phase2/stage2_common.h:95,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/include/astro/phase2/stage2_common.h:95,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,// CON-007: ACR 块路由资格。acr_route=cpu/auto/cuda 只要满足科学/ivar 条件,lib/phase2/include/astro/phase2/stage2_common.h:110,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/include/astro/phase2/stage2_common.h:110,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"bool p2_acr_block_eligible(const P2Stage2Config& cfg,",lib/phase2/include/astro/phase2/stage2_common.h:113,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/include/astro/phase2/stage2_common.h:113,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"bool acr_registered,",lib/phase2/include/astro/phase2/stage2_common.h:114,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/include/astro/phase2/stage2_common.h:114,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"cfg->acr_route = in.value(""acr_route"", std::string(""auto""));",lib/phase2/src/stage2_common.cpp:391,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:391,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"if (cfg->acr_route != ""auto"" && cfg->acr_route != ""cpu"") {",lib/phase2/src/stage2_common.cpp:392,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:392,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"*err = ""acr_route 只支持 auto/cpu"";",lib/phase2/src/stage2_common.cpp:393,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:393,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"bool p2_acr_block_eligible(const P2Stage2Config& cfg,",lib/phase2/src/stage2_common.cpp:434,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:434,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"bool acr_registered,",lib/phase2/src/stage2_common.cpp:435,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:435,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,return acr_registered &&,lib/phase2/src/stage2_common.cpp:440,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:440,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"(cfg.acr_route == ""cpu"" || cfg.acr_route == ""auto"" || cfg.ac",lib/phase2/src/stage2_common.cpp:444,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/src/stage2_common.cpp:444,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"""acr_route"":""cpu"",",lib/phase2/tests/routing_test.cpp:19,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:19,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"EXPECT_EQ(cfg.acr_route, ""cpu"");",lib/phase2/tests/routing_test.cpp:35,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:35,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,// 因此即使 acr_route=cpu 也必须走 CPU canonical path，不得进入 ACR 块。,lib/phase2/tests/routing_test.cpp:59,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:59,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"p2_acr_block_eligible(cfg, true, P2_REJECT_SIGMA, false);",lib/phase2/tests/routing_test.cpp:61,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:61,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,// 非 ivar 的显式 sigma 配置下，acr_route=cpu 必须允许进入 ACR 的 CPU launc,lib/phase2/tests/routing_test.cpp:69,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:69,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"EXPECT_TRUE(p2_acr_block_eligible(cfg, true, P2_REJECT_SIGMA",lib/phase2/tests/routing_test.cpp:72,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:72,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"cfg.acr_route = ""auto"";",lib/phase2/tests/routing_test.cpp:74,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:74,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"EXPECT_TRUE(p2_acr_block_eligible(cfg, true, P2_REJECT_SIGMA",lib/phase2/tests/routing_test.cpp:75,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:75,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"EXPECT_FALSE(p2_acr_block_eligible(cfg, true, P2_REJECT_SIGM",lib/phase2/tests/routing_test.cpp:78,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:78,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"EXPECT_FALSE(p2_acr_block_eligible(cfg, true, P2_REJECT_SIGM",lib/phase2/tests/routing_test.cpp:81,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tests/routing_test.cpp:81,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,const std::string requested_route = cfg.acr_route;,lib/phase2/tools/stage2.cpp:632,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tools/stage2.cpp:632,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,std::string effective_route = cfg.acr_route;,lib/phase2/tools/stage2.cpp:633,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tools/stage2.cpp:633,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
acr_boundary,"p2_acr_block_eligible(cfg, acr_reg != nullptr,",lib/phase2/tools/stage2.cpp:745,production,yes,Phase2,"配置守卫(IVAR→CPU canonical), 无 ACR 计算",lib/phase2/tools/stage2.cpp:745,V5: ACR 不接入; acr_route!=cpu→拒绝或 cpu 回退(ARCH-003 冻结)
io_writer,aio_pipeline.h,lib/astro_image_io/include/aio_pipeline.h,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/include/aio_pipeline.h,
io_writer,astro_image_io.h,lib/astro_image_io/include/astro_image_io.h,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/include/astro_image_io.h,
io_writer,aio_api.cpp,lib/astro_image_io/src/aio_api.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/src/aio_api.cpp,
io_writer,aio_pipeline.cpp,lib/astro_image_io/src/aio_pipeline.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/src/aio_pipeline.cpp,
io_writer,aio_hips_writer.cpp,lib/astro_image_io/src/hips/aio_hips_writer.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/src/hips/aio_hips_writer.cpp,
io_writer,dataflow_fuzz.cpp,lib/astro_image_io/tests/dataflow_fuzz.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/tests/dataflow_fuzz.cpp,
io_writer,hips_sanitize_driver.cpp,lib/astro_image_io/tests/hips_sanitize_driver.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/tests/hips_sanitize_driver.cpp,
io_writer,pipeline_frame_contract_test.cpp,lib/astro_image_io/tests/pipeline_frame_contract_test.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/astro_image_io/tests/pipeline_frame_contract_test.cpp,
io_writer,drizzle_engine.cpp,lib/healpix_db/healpix_drizzle/drizzle_engine.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/healpix_db/healpix_drizzle/drizzle_engine.cpp,
io_writer,checkpoint.h,lib/orchestrator/cpp/include/checkpoint.h,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/orchestrator/cpp/include/checkpoint.h,
io_writer,checkpoint.cpp,lib/orchestrator/cpp/src/checkpoint.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/orchestrator/cpp/src/checkpoint.cpp,
io_writer,orchestrator.cpp,lib/orchestrator/cpp/src/orchestrator.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/orchestrator/cpp/src/orchestrator.cpp,
io_writer,test_checkpoint.cpp,lib/orchestrator/cpp/tests/test_checkpoint.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/orchestrator/cpp/tests/test_checkpoint.cpp,
io_writer,p1_session.cpp,lib/phase1_session/p1_session.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/phase1_session/p1_session.cpp,
io_writer,p3_output.cpp,lib/phase3_session/p3_output.cpp,production,yes,Phase1/2/3,aio 原子写(tmp+rename)契约见 IO_AND_ATOMICITY.md,lib/phase3_session/p3_output.cpp,
